"ID"	"Name"	"Depth"	"IsLeaf"	"InCancer"	"Ba"	"N"	"A"	"B"	"H"
"GO:0000003"	"reproduction"	1	FALSE	FALSE	""	""	"RACGAP1 AURKB"	""	""
"GO:0000018"	"regulation of DNA recombination"	5	FALSE	FALSE	""	""	"TOP2A CDC45 BLM MCM6 MCM2 MCM4 RAD51 MCM5 MCM7 MCM3 GINS2 RAD54B RECQL4 HMGA1 DNA2"	""	""
"GO:0000022"	"mitotic spindle elongation"	5	FALSE	TRUE	"FSCN1 KLF5 PLD1 PODXL"	""	""	""	""
"GO:0000070"	"mitotic sister chromatid segregation"	5	FALSE	FALSE	"XBP1 LDHB FBP1"	""	""	""	"ETFA KMO IRS1 ABAT IDH2 ACADSB FGFR4 PHGDH KYNU ELOVL2 ABCC3 PRODH EGLN3"
"GO:0000075"	"cell cycle checkpoint"	4	FALSE	TRUE	"FOXC1 SOX10 SOX9"	""	""	""	""
"GO:0000076"	"DNA replication checkpoint"	6	TRUE	FALSE	""	"TPX2 AURKA CCNB1"	"TPX2 KIF11 RACGAP1 CCNB1 CHEK1 AURKA TACC3 AURKB PLK4 NEK2 SPAG5 STMN1 ECT2 PLK1 BORA SKA1 PSRC1 SKA3 MAPT CKAP2"	""	""
"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	4	TRUE	TRUE	""	"TPX2 DLGAP5 TTK UBE2C PTTG1 BIRC5"	"UBE2C TTK BUB1B PTTG1 RACGAP1 NUSAP1 BIRC5 TPX2 DLGAP5 MAD2L1 CENPE CCNB1 KIF11 AURKA CHEK1 CENPF CDC20 CDC45 AURKB CDC6 NEK2 SPAG5 STMN1 ESPL1 PLK1 PLK4 FBXO5 CTSV ATAD2 E2F1 BUB1 ECT2 EVL SFRP1 PKMYT1 MIS18A GATA3 BORA DNMT3B MAPT ANLN PTTG3P TMSB15B KNTC1 SKA1 CKAP2 DKC1 SKA3 IGF1 PSRC1 MYB HMGA1 YWHAZ CDCA5 KNSTRN GZMB MASTL WDHD1 CDC25C ACTR3 ARPC5L S100A8"	""	""
"GO:0000083"	"regulation of transcription involved in G1/S transition of mitotic cell cycle"	5	TRUE	TRUE	""	"TTK"	"PTTG1 TTK BUB1B UBE2C DLGAP5 CCNB1 MAD2L1 CHEK1 CDC20 CENPE CDC45 CENPF ESPL1 CDC6 FBXO5 PLK1 ATAD2 BUB1 GATA3 PTTG3P CDCA5 DKC1"	""	""
"GO:0000086"	"G2/M transition of mitotic cell cycle"	5	FALSE	TRUE	""	"CDC20 DLGAP5 PTTG1 TTK UBE2C MAD2L1 CCNB1 CENPE BUB1B"	"DLGAP5 UBE2C TTK PTTG1 CCNB1 MAD2L1 BUB1B CDC20 CENPE CENPF ESPL1 CDC6 FBXO5 PLK1 BUB1 PTTG3P"	""	""
"GO:0000132"	"establishment of mitotic spindle orientation"	5	TRUE	TRUE	""	"PTTG1 CDC20 UBE2C TTK MAD2L1 CCNB1 BUB1B"	"TTK PTTG1 UBE2C BUB1B CCNB1 MAD2L1 CDC20 CENPF BUB1 PLK1 PTTG3P"	""	""
"GO:0000152"	"nuclear ubiquitin ligase complex"	5	FALSE	FALSE	""	"CDC20 DLGAP5 PTTG1 TTK UBE2C MAD2L1 CCNB1 CENPE BUB1B"	"DLGAP5 UBE2C TTK PTTG1 CCNB1 MAD2L1 BUB1B CDC20 CENPE CENPF ESPL1 CDC6 FBXO5 PLK1 BUB1 PTTG3P"	""	""
"GO:0000166"	"nucleotide binding"	4	FALSE	TRUE	""	"PTTG1 CDC20 UBE2C TTK MAD2L1 CCNB1 BUB1B"	"TTK PTTG1 UBE2C BUB1B CCNB1 MAD2L1 CDC20 CENPF BUB1 PLK1 PTTG3P"	""	""
"GO:0000212"	"meiotic spindle organization"	3	TRUE	TRUE	"FOXA1"	""	""	""	""
"GO:0000226"	"microtubule cytoskeleton organization"	4	FALSE	TRUE	"FOXA1"	""	""	""	""
"GO:0000228"	"nuclear chromosome"	6	FALSE	TRUE	""	""	"CDC45 CDT1 CDC7 FEN1 RFC4 GINS2 POLE2 RFC2 RFC3 DNA2 PRIM1 PCNA POLA2 SLBP TIPIN LIG1 POLD1 RFC5 CHEK2 PRIM2 POLD2"	""	""
"GO:0000280"	"nuclear division"	5	FALSE	FALSE	"CRAT ACOX2 CROT HSD17B4 AMACR SCP2"	""	""	""	""
"GO:0000281"	"mitotic cytokinesis"	5	TRUE	TRUE	""	""	"CCNA2 MELK FOXM1 PTTG1 TRIP13 TOP2A CDK1 CCNB1 RAD51AP1 CDC45 EZH2 FEN1 MCM10 CHEK1 PBK MKI67 DTL DDX39A FANCI EXO1 RNASEH2A GTSE1 KIAA0101 BLM RFC4 PLK1 CTSV ECT2 PSMA7 CDC7 MCM7 RAD51 PARPBP HMGB2 POLQ E2F1 CXCL10 RAD54B GINS2 NUDT1 RAD54L"	""	""
"GO:0000775"	"chromosome, centromeric region"	6	FALSE	TRUE	""	""	"CENPN HJURP CENPA CENPU CENPM MIS18A OIP5 CENPI CENPO CENPW CENPK CASC5"	""	""
"GO:0000776"	"kinetochore"	5	FALSE	TRUE	""	""	"NDC80 RACGAP1 CCNB1 AURKB CENPE NEK2 SPAG5 ECT2"	""	""
"GO:0000777"	"condensed chromosome kinetochore"	6	FALSE	TRUE	""	"BUB1B CDK1 AURKB"	"BUB1B CDK1 AURKB SPDL1 CASC5"	""	""
"GO:0000778"	"condensed nuclear chromosome kinetochore"	7	FALSE	FALSE	""	""	"BUB1B CDK1 EZH2 CENPA AURKB PLK1 SPDL1 CDCA5 CASC5"	""	""
"GO:0000779"	"condensed chromosome, centromeric region"	7	FALSE	FALSE	""	""	"CENPN HJURP CENPF CENPE CENPA CENPU CENPM OIP5 HELLS CENPI MIS18A CENPW CENPO CENPK"	""	""
"GO:0000793"	"condensed chromosome"	6	FALSE	TRUE	""	""	"CENPN CENPA CENPM HJURP CENPU OIP5 ASF1B CENPI MIS18A CENPW CENPO CENPK CASC5"	""	""
"GO:0000794"	"condensed nuclear chromosome"	7	FALSE	TRUE	"FOXC1 XBP1 SOX10 SEMA3C RAB26 NFIB TFCP2L1 TGFB3"	""	""	""	""
"GO:0000796"	"condensin complex"	5	TRUE	FALSE	"FOXC1 AGR2 GATA3 FOXA1 SFRP1 SPDEF SOX10 PRKX PHGDH EN1 PROM1 SEMA3C ESR1 LMO4 CHI3L1 NFIB KLF5 MYB WWTR1 SOSTDC1"	""	""	"ESR1"	""
"GO:0000819"	"sister chromatid segregation"	4	FALSE	FALSE	"XBP1"	""	""	""	""
"GO:0000910"	"cytokinesis"	4	FALSE	TRUE	""	"CCNB1 AURKA"	"AURKA CCNB1 AURKB"	""	""
"GO:0000922"	"spindle pole"	5	FALSE	TRUE	"AR XBP1 FBP1 GATA3 CRIP1 VAV3 INPP4B CRYAB GPD1L"	""	"KIF2C CCNA2 BIRC5 PRC1 MAD2L1 CDCA8 MELK RACGAP1 BUB1B CENPA NDC80 FOXM1 CDK1 CDC20 CENPN CENPF SPC25 CENPE KIF14 EZH2 ZWINT DEPDC1 AURKB CENPM PBK STMN1 GTSE1 CENPU BUB1 ERCC6L KIF18A PLK1 E2F1 ECT2 NUF2 FAM83D EVL SFRP1 IGF1 DEPDC1B"	""	"ERBB2 GATA3"
"GO:0000940"	"condensed chromosome outer kinetochore"	4	FALSE	TRUE	"XBP1 WFS1"	""	""	""	""
"GO:0000942"	"condensed nuclear chromosome outer kinetochore"	5	TRUE	FALSE	""	"NDC80 CENPA"	"NUSAP1 NDC80 CENPA ESPL1 GPSM2 SPDL1"	""	""
"GO:0001556"	"oocyte maturation"	3	TRUE	TRUE	"FOXC1 AR AGR2 XBP1 GATA3 FBP1 BCL11A EN1 SOX10 SLC44A4 SFRP1 CRYAB WFS1 ESR1 SYT17 ERBB4 IFRD1 FOXM1 SLC9A6 CDKN2A KRT17 MAPT ENPP1 IGFBP4"	""	"ASPM EZH2 FOXM1 CCNB1 AURKA KIF14 CCNB2 CCNE1 STIL TYMS"	""	"ERBB2"
"GO:0001882"	"nucleoside binding"	4	FALSE	TRUE	"AR XBP1 GATA3 TFF1 BTG3 VAV3 DACH1 SOX10 SFRP1 TTK SERPINB5 E2F3 ESR1 CTSV GSTP1 CDC20 MMP7 ERBB4 CDH3 CEBPB DHRS2 FOXM1 ODC1 RARRES1 ST8SIA1 SLC9A3R1 NDRG1 NFIB CHEK1 GTPBP4 CDKN2A IL6ST KIF14 SOD2 CCNA2 SKP2 ASPM FABP7 PGR GCNT2 CDCA7 TFAP2B LYN TNFRSF21 TGFB3 WWTR1 PLA2G4A IL12RB2 FZD7 ROGDI"	"TTK CDC20 CCNA2 ASPM FOXM1 SFRP1"	"CCNA2 PRC1 TTK BIRC5 ASPM FOXM1 CCNB1 EZH2 CDC20 KIF14 CHEK1 CDKN3 SHCBP1 CDC6 CX3CR1 CTSV OGN CXCL10 E2F1 SFRP1 CDC25B ERBB4 PGR GATA3 IL6ST IGF1 ESR1 TNS2 IDO1"	"SFRP1 CDH3 SLC9A3R1 CX3CL1 CDC20 TTK ID4 TCF7L2 SERPINB5 RARRES1"	"ERBB2 GATA3 PMAIP1 SOX11 DACH1 ESR1 PGR IGF1R IRS1 IL6ST TFF1 BCL2 FGFR4"
"GO:0001883"	"purine nucleoside binding"	5	FALSE	FALSE	""	""	"UBE2C TTK MAD2L1 CCNB1 BUB1B CDC20 PBK CENPF BUB1 PLK1"	""	""
"GO:0003678"	"DNA helicase activity"	9	FALSE	TRUE	"FOXC1 AR AGR2 XBP1 FBP1 GATA3 FOXA1 CYB5A CRYAB CRIP1 TFF1 SFRP1 UGT8 ALCAM VAV3 KRT18 NAT1 DUSP4 ADIRF WFS1"	""	"CCNA2 MELK AURKA KIF4A CENPF CCNB1 EZH2 FOXM1 TK1 KPNA2 SHCBP1 BLM CYBRD1"	""	"ERBB2 GGCT GATA3 NPY1R NAT1 PMAIP1 PSMD3 G6PD SOX11 KYNU"
"GO:0003688"	"DNA replication origin binding"	7	TRUE	FALSE	"FOXC1 AR XBP1 GATA3 SPDEF SFRP1 VAV3 CRYAB SOX10"	""	"BIRC5 MELK MAD2L1 TOP2A AURKA"	""	"GATA3"
"GO:0003697"	"single-stranded DNA binding"	7	TRUE	TRUE	""	""	"CENPN CENPA HJURP CENPM OIP5 CENPU MIS18A CENPI CENPO CASC5 ACTL6A ANP32E CENPW CENPK"	""	""
"GO:0003774"	"motor activity"	8	FALSE	TRUE	"FOXC1 AR XBP1 GATA3 SFRP1"	""	"BIRC5 MAD2L1 AURKA CDK1 KIF14 AURKB CX3CR1 STIL PLK1 SFRP1"	""	""
"GO:0003777"	"microtubule motor activity"	9	FALSE	TRUE	"FOXC1 AR XBP1 GATA3 SPDEF SFRP1 VAV3 CRYAB SOX10 KIAA1324 TRIM2 TOX3 GSTP1 KRT18 WFS1 TMBIM4"	""	"BIRC5 MELK MAD2L1 TOP2A CDK1 AURKA"	""	"GATA3"
"GO:0004523"	"RNA-DNA hybrid ribonuclease activity"	9	TRUE	TRUE	"FOXC1 AR XBP1 GATA3 KIAA1324 SFRP1 CRYAB KRT18 TOX3 SOX10 WFS1 TMBIM4"	""	"BIRC5 MAD2L1 AURKA CDK1 KIF14 AURKB STIL CX3CR1 PLK1 SFRP1"	""	""
"GO:0005524"	"ATP binding"	7	TRUE	TRUE	""	""	"CCNB1 AURKA AURKB"	""	""
"GO:0005634"	"nucleus"	5	FALSE	TRUE	""	""	"UBE2C TTK PTTG1 MAD2L1 BUB1B CCNB1 CDK1 DLGAP5 CDC20 NEK2 AURKA AURKB CENPE KIF14 UBE2S CENPF PBK ESPL1 FBXO5 PLK1 CDC6 BUB1 PSMA7 SKP2"	""	""
"GO:0005654"	"nucleoplasm"	5	TRUE	TRUE	"XBP1 FBP1 LDHB GATA3 CYB5A MCCC2 ABAT UGDH UGT8 ECI2 SLC7A8 ACOX2 PHGDH PSAT1 CYP39A1 PAPSS1 SLC16A1 CRABP1 ACADSB CROT ODC1 ENPP1"	""	""	""	"GATA3 ETFA KMO PSMD3 IDH2 IRS1 QPRT FGFR4 ABAT PHGDH PSAT1 ACADSB ABCC3 KYNU EGLN3 ELOVL2 PRODH DNMT3B FA2H IRS2 MTHFD2 ASS1 HPN TRIB3"
"GO:0005657"	"replication fork"	5	TRUE	TRUE	""	""	"CENPN HJURP CENPA CENPU CENPM OIP5 MIS18A CENPI CENPO ANP32E CASC5 CENPW CENPK"	""	""
"GO:0005680"	"anaphase-promoting complex"	6	TRUE	TRUE	""	"TPX2"	"KIF2C TTK KIF4A PRC1 UBE2C BIRC5 TPX2 ASPM TK1 NDC80 RRM2 CENPA RACGAP1 HJURP CCNB1 CENPF EZH2 KIF11 CENPN NEK2 AURKA CDC45 CHEK1 TACC3 SPC25 CENPE KIF14 MCM2 CENPM H2AFZ ESPL1 KIF23 AURKB UBE2S KIFC1 SPAG5 STMN1 FBXO5 MYBL2 BLM CENPU ASF1B STIL OIP5 ATAD2 PLK1 KIF18A CIRBP ECT2 HMGB3 KIF18B MMP1 SMC4 RAD51 HELLS POLQ ANLN COL16A1 PLA2G7 CBX7 COL14A1 HMGB2 UHRF1 SFRP1 EVL"	""	""
"GO:0005694"	"chromosome"	5	FALSE	TRUE	"GATA3 XBP1 FBP1 LDHB CA12 SLC44A4 INPP4B CYB5A MCCC2 UGDH GSTP1 GPD1L NAT1 UGT8 AKR7A3 NME3"	""	""	""	"GATA3 ETFA CA12 GGCT NPY1R PNMT NAT1 PMAIP1 KMO STARD3 PSMD3 IRS1 GCHFR G6PD IDH2 QPRT ABAT PHGDH ACADSB IGFBP4 ELOVL2 FGFR4 PSAT1 AKR1B10 RRM2 KYNU ASS1 EGLN3 ABCC3 HPN IRS2 MTHFD2 DNMT3B GARS UGCG"
"GO:0005813"	"centrosome"	6	FALSE	TRUE	""	""	""	""	"ETFA KMO IRS1"
"GO:0005815"	"microtubule organizing center"	5	FALSE	TRUE	"XBP1 FBP1 SLC44A4 ABAT UGDH ACOX2 PHGDH PSAT1 LBR CYP39A1 IMPA2 BBOX1"	""	""	""	"STARD3 KMO ABAT FGFR4 G6PD KYNU PHGDH PSAT1 MSMO1"
"GO:0005819"	"spindle"	5	FALSE	TRUE	"FOXA1"	""	""	""	""
"GO:0005829"	"cytosol"	5	TRUE	TRUE	""	""	"AURKA STIL"	""	""
"GO:0005856"	"cytoskeleton"	5	FALSE	TRUE	"FOXC1 AR AGR2 GABRP XBP1 FBP1 LDHB TFF3 CA12 FOXA1 GATA3 BCL11A TFF1 SIDT1 CRIP1 SPDEF CYB5A TSPAN13 GALNT6 INPP4B MIA SFRP1 SERPINB5 EN1 SOX10 TSPAN1 ELF5 SLC44A4 GALNT7 CRYAB VAV3 KRT16 DSC2 KIAA1324 RAB17 GPD1L ART3 NAT1 TTK BTG3 MCCC2 UGT8 ALCAM ANXA9 SLC16A6 ADIRF TCF7L1 DEK KRT18 TRIM2 SLC2A10 DNALI1 PRKX TOX3 DUSP4 MMP7 ROPN1B WFS1 DACH1 ECI2 LIMA1 TMBIM4 WWP1 MICALL1 KCNK5 ABAT E2F3 PHGDH ACOX2 PSAT1 GSTP1 AMD1 SYT17 CERS6 LBR AKR7A3 LRBA PROM1 UGDH SLC7A8 SEMA3C SCRG1 SCNN1A FUT8 INPP5J DHRS2 KCNN4 REEP1 DSC3 P4HTM SLC43A3 PIP GALNT10 CEBPB ESR1 CDC20 PTX3 RAB26 SLC9A3R1 RHOB RND1 CHI3L1 PEX11A GPM6B CHODL YBX1 NME3 SYBU TMC5 CTSV ACTR3B FERMT1 IMPA2 HOXB2 MREG NDC80 FSCN1 LMO4 ERBB4 CDH3 ST8SIA1 RAB27B CSRP2 SLC39A6 CYP4B1 NFIB IFRD1 C4B KDM4B KRT5 RARRES1 FOXM1 ITGB8 PAPSS1 EVL GSTM3 SYTL2 MCM5 MELK CYP39A1 CTPS1 KRT17 SLC9A6 MAN2B2 CDKN2A ODC1 CROT KIF16B MSN UGCG PKP1 ZIC1 GPRC5C KLF5 KIF2C MID1 CRABP1 C16orf45 MAPT TTYH1 ENPP1 SLC6A14 IL6ST IGF2BP3 CCNE1 LPIN1 WWTR1 MSX2 EEF1A2 CDCA8 NDRG1 TJP3 SLC16A1 ACADSB SLC7A5 IGFBP4 GFRA1 METRN LAMP3 SLC4A8 CHEK1 GTPBP4 MCM10 CEBPG SOD2 TMSB15B DUSP5 FZD7 SH3BGRL PRKD3 CLSTN2 PNPLA4 CDCA7 SKP2 CENPA TPX2 CDCA3 TFAP2B PLOD1 CEACAM6 TSPAN15 SCCPDH SRPK1 TFCP2L1 BBOX1 CHST3 GCNT2 LYN CPA3 KLK6 YEATS2 SYNM SOSTDC1 C5orf30 GAMT SPATA20 KIF14 CCNA2 MYB FAM64A SLC22A5 HJURP KLK5 MPZL2 RABEP1 UCK2 ASPM TGFB3 RAD51AP1 CEP55 RET COL9A3 SUOX CRAT CDK2AP1 GPR160 MAST4 TNFRSF21 FABP7 AFF3 TPBG NRIP1 MCM7 HACD1 DHCR24 PLA2G4A DALRD3 USP1 CADPS2 DCXR ABLIM3 NRTN ITPR1 RNF103 HPX CXXC5 ROPN1 DEPDC1 IL12RB2 BCAM GDF15 B3GNT5 CACNA2D2 TRIP13 BBS4 SEC16A HSPB1 TP53BP2 RALGPS2 CPE ARHGEF9 UQCRQ ETV6 TBX19 LRRC8D SLC19A2 PGR HORMAD1 CLGN CREB3L4 TMBIM6 DLGAP5 FBXL7 RFC4 HSD17B4 ACOT4 GGH SEMA3F LRP8 MOAP1 TSC22D3 ROGDI PDZK1 MFGE8 CENPW KIF13B MRAS STARD10 MUC16 KCNE4"	"NAT1 CENPA TPX2 MELK TTK CCNA2 CEP55 KIF2C HJURP CDC20 NDC80 FOXM1 ESR1 CDCA8 MCM10 DLGAP5 EVL ASPM UBE2C CDCA3 GATA3 SLC39A6 BIRC5 CA12 PTTG1 KIF14 CCNB2 TRIP13 EXO1 KPNA2 PRC1 MAD2L1 SFRP1 RAI2 DNALI1 CHEK1 CDC45 CDK1 AURKB NCAPG CENPN ACADSB APOBEC3B KDM4B DEPDC1 CCNB1 AURKA KIFC1 RRM2 KIF20A DACH1 SLC7A5 IL6ST KIF4A NCAPH MYBL2 ERBB4 KRT5"	"KIF2C CCNA2 UBE2C TTK BIRC5 CEP55 PTTG1 TRIP13 PRC1 DLGAP5 MELK TPX2 HJURP KIF4A MAD2L1 NUSAP1 BUB1B RRM2 ASPM CDCA8 NDC80 CENPA KIF20A RACGAP1 CCNB1 AURKA FOXM1 CDK1 CDC20 TK1 CENPN TOP2A CHEK1 KPNA2 KIF14 EZH2 CDCA3 CDKN3 KIF11 CENPE NCAPG CDC45 CCNB2 E2F8 HMMR CKS2 RAD51AP1 CENPF MCM10 TACC3 FEN1 APOBEC3B SHCBP1 NEK2 EXO1 AURKB MYBL2 MKI67 MCM2 CENPM KIFC1 KIF23 NCAPH UBE2S SPAG5 ZWINT SPC25 KIF15 ESPL1 GTSE1 MCM4 STMN1 PBK LMNB1 CCNE2 CDC6 DTL FANCI DEPDC1 CCNE1 FAM64A GINS1 H2AFZ DONSON CKS1B MCM6 ORC6 SPARCL1 FBXO5 STIL TYMS CENPU ERCC6L SLC7A5 CX3CR1 LRP8 DDX39A RAI2 PLK1 BLM KIF18A MCM5 PLK4 OIP5 DBF4 KIF13B ATAD2 KIAA0101 RFC4 MMP1 CYBRD1 KIF18B CDT1 CDC25A ASF1B BUB1 NAT1 GPSM2 EVL CTSV GMPS E2F1 NME5 OGN CTPS1 ECT2 HMGB3 RNASEH2A PLSCR4 GGH CXCL10 LRRC17 SMC4 RAD51 SFRP1 ANLN PDGFD STC2 CDC7 ERBB4 CBX7 MIA CDC25B HELLS PIR ZBTB20 PGR MCM7 GATA3 COL16A1 IL6ST C4B CRIM1 IGF1 ESR1 CENPW TNS2 CILP COL14A1 CA12 SKA3 MAPT FAM83D LAMB2 UBE2T NTN4 LAMA2 MTFR2 NMU DSCC1 CDCA5 PSMA7 PKMYT1 GINS2 NUF2 ACADSB NUDT1 PLA2G7 KDM4B PTTG3P ABAT HMGB2 POLQ NCAPG2 IGFBP4 KRT14 SLC39A6 PIP RAD54L PARPBP MCM3 PHGDH IDO1 UHRF1 DEPDC1B COL4A5 GABRP MFAP4 ABCA8 DNALI1 CCL18 PLAT KRT5 AK5"	"SFRP1 KRT5 KRT17 KRT14 CRYAB FAT1 CDC20 TTK SLC9A3R1 FOXM1 ID4 CENPA MID1 CDH3 MIA MELK BBOX1 GABRP PROM1 ANXA3 HJURP HSPB1 SLC39A6 TPX2 FBP1 ESR1 CDCA8 SERPINB5 TCF7L2 NDC80 MCM10 TCF7L1 GATA3 WWTR1 NFIB GFRA1 WWP1 NAT1 DNALI1 KIF2C CX3CL1 CSRP2 ANXA9 SLC19A2 NKAIN1"	"ERBB2 GRB7 CA12 GATA3 CLCA2 ETFA GGCT NPY1R PMAIP1 PNMT PGAP3 KMO NAT1 PSMD3 SERPINA3 STARD3 G6PD CDK12 DNALI1 GCHFR IGF1R TFF1 SOX11 QPRT ESR1 SPTSSA ABAT FGFR4 PSAT1 IL6ST FHOD1 CELSR2 DACH1 IDH2 IRS1 PHGDH ABCC3 ITGB6 ASB13 SLC39A6 PDZK1 PGR BCL2 TTK KYNU IRS2 EVL S100A8 ANXA9 STC2 IGFBP4 S100A9 KDM4B SERPINA5 MAPT ACADSB GFRA1 FGFR2 TCAP ERBB4 SIAH2 DUSP10 FUT3 MED1 CATSPERB TFCP2L1 PRODH MNX1 MIEN1 DUSP6 ZNF516 CALML5 AKR1B10 CLSTN2 ADIRF RALA EGLN3 ELOVL2 ABCA12 P4HTM AFF3 THSD4 RRM2 MTHFD2 MMP1 EGR3 LBP TRPS1 CCNA2 MYB MELK TFAP2B FA2H TRIB3 SLC7A8 FLNB TRPV6 CDC20 KIF2C TPX2 CEP55 DNMT3B HPN GARS CCL18 ARNT2 KRT14 CNTNAP2"
"GO:0005871"	"kinesin complex"	5	TRUE	FALSE	"FOXC1 AR AGR2 XBP1 TFF3 GABRP GATA3 FOXA1 BCL11A TFF1 SFRP1 CRYAB CRIP1 SPDEF SOX10 SERPINB5 UGT8 VAV3 INPP4B DSC2 RAB17 ELF5 TCF7L1 ALCAM EN1 KRT16 GPD1L SCRG1 PRKX WFS1 DUSP4 GSTP1 SYT17 MMP7 DACH1 SEMA3C KCNN4 MICALL1 KCNK5 SCNN1A ABAT SLC9A3R1 PROM1 UGDH PHGDH DHRS2 CHI3L1 RAB26 WWP1 CDC20 GPM6B DSC3 CHODL FUT8 PIP ESR1 INPP5J SLC7A8 RND1 CDH3 HOXB2 P4HTM SYTL2 CYP39A1 PAPSS1 CEBPB CTSV ODC1 ITGB8 CRABP1 NFIB FERMT1 IFRD1 LMO4 KIF16B YBX1 CSRP2 MID1 RHOB GSTM3 ERBB4 KRT17 ENPP1 EVL SLC9A6 FOXM1 LPIN1 MSN MSX2 SOSTDC1 ZIC1 KLF5 C16orf45 KLK6 PKP1 IGF2BP3 CDKN2A MELK MAPT SLC16A1 SOD2 IL6ST FZD7 KIF2C NDRG1 WWTR1 PLA2G4A GFRA1 GCNT2 TFCP2L1 COL9A3 DUSP5 LYN METRN CCNE1 IGFBP4 TNFRSF21 IL12RB2 CLSTN2 FABP7 AFF3 B3GNT5 MYB CEBPG CEACAM6 TPBG"	""	"KIF2C CCNA2 MELK AURKA RACGAP1 CDC20 KIF4A ASPM CCNB1 EZH2 FOXM1 CDK1 CENPF TOP2A TK1 CENPE KIF14 KIF11 E2F8 FEN1 NEK2 KIF23 STMN1 KIFC1 TACC3 MKI67 EXO1 AURKB CCNB2 KIF15 DONSON TYMS GINS1 ANLN CX3CR1 CCNE1 STIL PLK4 MMP1"	"SFRP1 CRYAB KRT17 SLC9A3R1 CDH3 CDC20 ID4 PROM1 ANXA3 KRT14"	"ERBB2 GRB7 NPY1R GATA3"
"GO:0005874"	"microtubule"	4	FALSE	TRUE	"XBP1 FBP1 LDHB GALNT6 CA12 GATA3 CYB5A VAV3 SLC44A4 ART3 SFRP1 TTK GALNT7 CRYAB UGT8 GPD1L MCCC2 DEK DUSP4 INPP4B NAT1 ACOX2 MMP7 ECI2 UGDH KIAA1324 GALNT10 SLC7A8 PHGDH ABAT CDC20 INPP5J WFS1 GSTP1 LBR AKR7A3 PSAT1 AMD1 CERS6 SLC9A3R1 DACH1 CROT GCNT2 DHRS2 ST8SIA1 PEX11A P4HTM CYP4B1 FOXM1 PAPSS1 CTPS1 FUT8 IMPA2 NME3 ESR1 CYP39A1 ERBB4"	"NAT1 ESR1 TTK GATA3 CDC20 CA12"	"UBE2C PTTG1 TRIP13 TTK DLGAP5 BUB1B MAD2L1 RRM2 FOXM1 AURKA CDC20 TOP2A CCNB1 CDK1 CHEK1 EZH2 HMMR CENPE CDC45 E2F8 TK1 RAD51AP1 CENPF FEN1 AURKB EXO1 DTL PBK CDC6 FBXO5 FANCI ESPL1 TYMS BUB1 CDT1 PLK1 BLM KIAA0101 SLC7A5 LRP8 CYBRD1 RFC4 GMPS MMP1 OGN GGH NME5 RNASEH2A CDCA5 UBE2T MTFR2 COL14A1 NAT1 RAD51 CTPS1 UHRF1"	""	"ERBB2 CA12 GATA3 PMAIP1 GGCT ETFA KMO NPY1R PNMT PGAP3 STARD3 PSMD3 NAT1 GCHFR SERPINA3 G6PD CDK12 ESR1 ABAT IGF1R IDH2 IRS1 QPRT FGFR4 PHGDH IL6ST AKR1B10 PSAT1 ABCC3 BCL2 EGLN3 IGFBP4 ERBB4 TTK DACH1 KYNU P4HTM FUT3 ELOVL2 PRODH MMP1 DUSP10 KDM4B SPTSSA ACADSB CDC20 MED1 IRS2 DUSP6"
"GO:0005875"	"microtubule associated complex"	4	FALSE	TRUE	"FBP1 XBP1 SLC44A4 INPP4B GPD1L GSTP1 ABAT UGT8 PHGDH WFS1 CERS6 LBR UGDH PSAT1 NME3 DACH1 AMD1 ACOX2 FUT8 INPP5J ST8SIA1 CYP39A1 PAPSS1 GCNT2 CDH3 IMPA2 GSTM3"	""	""	""	"STARD3 KMO GGCT PGAP3 ABAT QPRT G6PD IGF1R DACH1 IRS1 FGFR4 PHGDH PSAT1 KYNU FUT3"
